des_chr,des_num,des,name,date_start,date_end,cum_ip
2017WF30,,2017WF30,,2078-12-04,2078-12-04,9.48e-10
2017WF30,,2017WF30,,2078-02-25,2078-02-25,6.73e-11
2017WF30,,2017WF30,,2076-12-03,2076-12-04,6.892e-10
2017WF30,,2017WF30,,2076-02-22,2076-02-24,2.2254e-09
2017WF30,,2017WF30,,2088-02-24,2088-02-24,1.04e-10
2017WF30,,2017WF30,,2097-02-23,2097-02-23,8.87e-11
2017WF30,,2017WF30,,2103-02-22,2103-02-22,3.18e-10
2017WF30,,2017WF30,,2104-12-05,2104-12-05,4.8e-11
2017WF30,,2017WF30,,2108-02-25,2108-02-25,1.31e-10
2017WF30,,2017WF30,,2109-12-05,2109-12-05,2.09e-10
2017WF30,,2017WF30,,2110-03-01,2110-03-01,2.09e-09
2017WF30,,2017WF30,,2111-02-21,2111-02-21,3.21e-11
2017WF30,,2017WF30,,2112-12-05,2112-12-05,3.76e-09
2017WF30,,2017WF30,,2113-12-05,2113-12-05,1.41e-10
2017WF30,,2017WF30,,2114-12-06,2114-12-06,2.34e-10
2017WF30,,2017WF30,,2117-12-06,2117-12-07,1.213e-09
2017WF30,,2017WF30,,2118-02-23,2118-02-23,1.09e-10
2017WF30,,2017WF30,,2118-12-06,2118-12-06,1.77e-09
2017WF30,,2017WF30,,2119-02-23,2119-02-23,3.04e-11
2017WF30,,2017WF30,,2075-12-04,2075-12-04,2.41e-11
2017WF30,,2017WF30,,2097-12-04,2097-12-04,1.63e-09
2017WF30,,2017WF30,,2074-12-04,2074-12-04,1.52e-10
2017WF30,,2017WF30,,2045-02-16,2045-02-16,1.51e-11
2017WF30,,2017WF30,,2069-02-22,2069-02-26,1.4624999999999999e-09
2017WF30,,2017WF30,,2070-12-04,2070-12-04,3.56e-10
2017WF30,,2017WF30,,2028-02-17,2028-02-17,2.19e-11
2017WF30,,2017WF30,,2031-02-21,2031-02-21,5.97e-09
2017WF30,,2017WF30,,2034-02-24,2034-02-24,3.29e-09
2017WF30,,2017WF30,,2037-02-26,2037-02-26,4.6e-10
2017WF30,,2017WF30,,2038-02-14,2038-02-14,5.18e-11
2017WF30,,2017WF30,,2040-02-28,2040-02-28,5.17e-11
2017WF30,,2017WF30,,2041-02-18,2041-02-18,5.05e-10
2017WF30,,2017WF30,,2044-02-20,2044-02-21,1.815e-09
2017WF30,,2017WF30,,2046-12-04,2046-12-04,1.82e-11
2017WF30,,2017WF30,,2047-02-22,2047-02-24,2.357e-09
2017WF30,,2017WF30,,2050-02-23,2050-02-23,1.89e-09
2017WF30,,2017WF30,,2051-02-18,2051-02-19,2.111e-10
2017WF30,,2017WF30,,2053-12-03,2053-12-03,4.16e-11
2017WF30,,2017WF30,,2054-02-19,2054-02-21,2.362e-09
2017WF30,,2017WF30,,2035-12-03,2035-12-03,4.83e-10
2017WF30,,2017WF30,,2056-02-26,2056-02-26,2.56e-10
2017WF30,,2017WF30,,2054-12-04,2054-12-04,2.28e-11
2017WF30,,2017WF30,,2066-12-04,2066-12-04,5.69e-10
2017WF30,,2017WF30,,2065-12-04,2065-12-04,2.05e-10
2017WF30,,2017WF30,,2064-02-19,2064-02-19,5.78e-11
2017WF30,,2017WF30,,2063-12-20,2063-12-20,6.19e-09
2017WF30,,2017WF30,,2063-02-24,2063-02-24,1.06e-08
2017WF30,,2017WF30,,2067-12-05,2067-12-05,7.18e-10
2017WF30,,2017WF30,,2062-02-27,2062-02-27,2.04e-11
2017WF30,,2017WF30,,2060-12-04,2060-12-04,6.866999999999999e-10
2017WF30,,2017WF30,,2060-02-22,2060-02-28,4.533e-10
2017WF30,,2017WF30,,2059-02-27,2059-02-27,9.18e-10
2017WF30,,2017WF30,,2058-12-04,2058-12-04,1.88e-09
2017WF30,,2017WF30,,2056-12-03,2056-12-03,2.24e-09
2017WF30,,2017WF30,,2062-12-05,2062-12-05,8.03e-11
2017WL15,,2017WL15,,2106-05-22,2106-05-22,4.338e-09
2017WL15,,2017WL15,,2114-11-24,2114-11-24,1.64e-09
2017WL15,,2017WL15,,2114-05-22,2114-05-22,1.51e-06
2017WL15,,2017WL15,,2112-05-22,2112-05-22,2.12e-09
2017WL15,,2017WL15,,2110-11-24,2110-11-24,1.57e-09
2017WL15,,2017WL15,,2109-05-22,2109-05-22,1.68e-10
2017WL15,,2017WL15,,2101-05-22,2101-05-22,3.26e-08
2017WL15,,2017WL15,,2086-05-21,2086-05-21,5.812999999999999e-07
2017WL15,,2017WL15,,2096-05-21,2096-05-21,2.274e-08
2017WL15,,2017WL15,,2094-05-21,2094-05-21,7.49e-09
2017WL15,,2017WL15,,2082-05-21,2082-05-21,1.44e-08
2017WL15,,2017WL15,,2081-05-21,2081-05-21,2.2809999999999998e-07
2017WL15,,2017WL15,,2074-05-21,2074-05-21,6.87e-08
2017WL15,,2017WL15,,2070-05-21,2070-05-21,3.97e-08
2017WL15,,2017WL15,,2060-05-21,2060-05-21,1.63e-08
2017WL15,,2017WL15,,2058-05-21,2058-05-21,4.2e-07
2017WL15,,2017WL15,,2097-05-21,2097-05-21,2.22e-11
2017WT28,,2017WT28,,2121-11-24,2121-11-24,3.23e-07
2017WT28,,2017WT28,,2119-11-24,2119-11-24,1.513192e-06
2017WT28,,2017WT28,,2114-11-24,2114-11-24,2.75e-07
2017WT28,,2017WT28,,2118-11-24,2118-11-24,1.7780000000000002e-07
2017WT28,,2017WT28,,2117-11-24,2117-11-24,8.155000000000001e-07
2017WT28,,2017WT28,,2116-11-24,2116-11-24,5.01e-06
2017WT28,,2017WT28,,2113-11-24,2113-11-24,1.43e-07
2017WT28,,2017WT28,,2104-11-24,2104-11-24,0.0068290799999999995
2017WT28,,2017WT28,,2111-11-24,2111-11-24,1.796e-06
2017WT28,,2017WT28,,2110-11-25,2110-11-25,0.000164
2017WT28,,2017WT28,,2108-11-24,2108-11-24,7.0804e-06
2017WT28,,2017WT28,,2107-11-24,2107-11-24,2.75e-06
2017WT28,,2017WT28,,2105-11-24,2105-11-24,1.02e-05
2017WT28,,2017WT28,,2101-11-24,2101-11-24,4.49e-07
2017WT28,,2017WT28,,2089-11-23,2089-11-23,5.8e-07
2017WT28,,2017WT28,,2112-11-24,2112-11-24,4.265278e-06
2017WT28,,2017WT28,,2083-11-24,2083-11-24,2.62e-10
2017WW1,,2017WW1,,2055-11-22,2055-11-22,2.67e-08
2017WW1,,2017WW1,,2048-11-21,2048-11-21,6.07e-09
2017WY27,,2017WY27,,2118-05-25,2118-05-25,5.88e-09
2017WY27,,2017WY27,,2116-11-25,2116-11-25,5.939999999999999e-07
2017WY27,,2017WY27,,2107-05-25,2107-05-25,6.25e-09
2017WY27,,2017WY27,,2106-11-26,2106-11-26,7.59e-09
2017WY27,,2017WY27,,2106-05-25,2106-05-25,1.49e-07
2017WY27,,2017WY27,,2105-05-24,2105-05-24,4.58e-08
2017WY27,,2017WY27,,2115-05-25,2115-05-25,4.94e-09
2017WY27,,2017WY27,,2098-05-24,2098-05-24,2.56e-07
2017WY27,,2017WY27,,2097-11-25,2097-11-25,1.77e-07
2017WY27,,2017WY27,,2094-05-24,2094-05-24,5.69e-08
2017WY27,,2017WY27,,2093-05-23,2093-05-23,7.64e-10
2017WY27,,2017WY27,,2084-05-23,2084-05-23,9.02e-08
2017WY27,,2017WY27,,2079-11-25,2079-11-25,6.66e-09
2017WY27,,2017WY27,,2064-05-23,2064-05-23,3.46e-10
2017WY27,,2017WY27,,2062-05-24,2062-05-24,1.47e-08
2017WY27,,2017WY27,,2100-05-24,2100-05-24,2.62e-10
2017YC6,,2017YC6,,2090-12-31,2090-12-31,3.66e-11
2017YC6,,2017YC6,,2080-12-28,2080-12-28,5.18e-08
2017YD1,,2017YD1,,2102-12-11,2102-12-11,2.57e-05
2017YE8,,2017YE8,,2112-12-25,2112-12-25,8.37e-09
2017YE8,,2017YE8,,2113-12-26,2113-12-26,1.2e-08
2017YE8,,2017YE8,,2118-12-26,2118-12-26,2.0309398e-06
2017YM1,,2017YM1,,2110-12-17,2110-12-17,3.43e-08
2017YM1,,2017YM1,,2091-12-16,2091-12-16,7.298e-05
2017YM1,,2017YM1,,2048-12-15,2048-12-15,1.34e-08
2017YM1,,2017YM1,,2081-12-15,2081-12-15,3.19e-11
2017YM1,,2017YM1,,2075-12-16,2075-12-16,1.3e-07
2017YM1,,2017YM1,,2086-12-16,2086-12-16,1.382e-06
2017YM14,,2017YM14,,2056-12-25,2056-12-25,1.21e-09
2017YM14,,2017YM14,,2063-12-26,2063-12-26,6.06e-10
2017YM14,,2017YM14,,2074-12-25,2074-12-25,1.0625e-07
2017YO3,,2017YO3,,2061-12-19,2061-12-19,2.0489999999999999e-10
2017YO3,,2017YO3,,2096-12-19,2096-12-19,9.03e-09
2017YO3,,2017YO3,,2060-12-19,2060-12-19,1.64e-06
2017YO3,,2017YO3,,2104-12-18,2104-12-18,1.38e-06
2017YO3,,2017YO3,,2056-12-19,2056-12-19,8.3e-07
2017YO3,,2017YO3,,2059-12-20,2059-12-20,3.77e-10
2017YO3,,2017YO3,,2049-12-19,2049-12-19,2.21e-06
2017YO3,,2017YO3,,2055-12-20,2055-12-20,2.4e-08
2017YO3,,2017YO3,,2053-12-19,2053-12-19,5.95e-09
2017YO5,,2017YO5,,2102-12-24,2102-12-24,3.608e-07
2017YO5,,2017YO5,,2105-12-24,2105-12-24,7.24e-09
2017YO5,,2017YO5,,2107-12-24,2107-12-24,1.41e-05
2017YO5,,2017YO5,,2117-12-24,2117-12-24,2.87e-07
2017YO5,,2017YO5,,2119-12-24,2119-12-25,8.69297e-06
2017YV8,,2017YV8,,2121-12-19,2121-12-19,1.33e-08
2017YV8,,2017YV8,,2119-12-19,2119-12-19,2.03e-07
2017YV8,,2017YV8,,2117-12-19,2117-12-19,6.209000000000001e-07
2017YV8,,2017YV8,,2115-12-19,2115-12-19,5.943e-07
2017YV8,,2017YV8,,2114-12-19,2114-12-19,1.0328999999999999e-06
2017YV8,,2017YV8,,2113-12-19,2113-12-19,2.08e-07
2017YV8,,2017YV8,,2110-12-18,2110-12-19,9.42e-08
2017YV8,,2017YV8,,2106-12-20,2106-12-20,6.38e-10
2017YV8,,2017YV8,,2104-12-19,2104-12-19,1.271e-06
2017YV8,,2017YV8,,2105-12-19,2105-12-19,1.44e-07
2017YV8,,2017YV8,,2080-12-18,2080-12-18,6.32e-09
2017YV8,,2017YV8,,2101-12-19,2101-12-19,6.78e-09
2017YV8,,2017YV8,,2099-12-19,2099-12-19,1.491e-05
2017YV8,,2017YV8,,2098-12-18,2098-12-18,2.936e-07
2017YV8,,2017YV8,,2097-12-18,2097-12-18,7.91e-09
2017YV8,,2017YV8,,2095-12-19,2095-12-19,1.22e-08
2017YV8,,2017YV8,,2094-12-18,2094-12-18,2.01e-08
2017YV8,,2017YV8,,2093-12-18,2093-12-18,2.48e-11
2017YV8,,2017YV8,,2082-12-19,2082-12-19,1.59e-08
2017YV8,,2017YV8,,2102-12-19,2102-12-19,4.2892e-07
2017YV8,,2017YV8,,2078-12-19,2078-12-19,1.04e-08
2018AU18,,2018AU18,,2108-11-22,2108-11-22,2.99e-08
2018AU18,,2018AU18,,2114-11-19,2114-11-19,3.83e-08
2018AU18,,2018AU18,,2115-11-20,2115-11-20,1.64e-08
2018AU18,,2018AU18,,2107-11-21,2107-11-21,4.299e-09
2018AU18,,2018AU18,,2118-11-18,2118-11-19,2.825e-07
2018AU18,,2018AU18,,2120-11-20,2120-11-20,3.66e-08
2018AU18,,2018AU18,,2117-11-21,2117-11-21,4.9e-10
2018AU18,,2018AU18,,2106-11-18,2106-11-19,1.662e-07
2018AU18,,2018AU18,,2116-11-20,2116-11-25,6.41e-09
2018AU18,,2018AU18,,2099-11-21,2099-11-22,3.3072e-07
2018AU18,,2018AU18,,2097-11-17,2097-11-17,3.03e-07
2018AU18,,2018AU18,,2095-11-17,2095-11-17,7.22e-10
2018AU18,,2018AU18,,2092-11-21,2092-11-22,1.2386999999999998e-07
2018AU18,,2018AU18,,2091-01-18,2091-01-18,6.01e-08
2018AU18,,2018AU18,,2046-11-16,2046-11-16,1.09e-06
2018AU18,,2018AU18,,2089-11-15,2089-11-15,6.18e-08
2018AU18,,2018AU18,,2077-11-16,2077-11-16,1.57e-08
2018AU18,,2018AU18,,2070-11-16,2070-11-16,2.11e-09
2018AU18,,2018AU18,,2100-11-21,2100-11-21,3.94e-07
2018AU18,,2018AU18,,2054-11-14,2054-11-14,2.38e-11
2018BC,,2018BC,,2111-01-12,2111-01-12,1.1e-07
2018BC,,2018BC,,2106-01-11,2106-01-11,5.46e-08
2018BC,,2018BC,,2103-01-11,2103-01-11,4.95e-07
2018BC,,2018BC,,2100-01-11,2100-01-11,7.19e-08
2018BC,,2018BC,,2098-01-08,2098-01-11,5.77e-06
2018BC,,2018BC,,2092-01-11,2092-01-11,3.46e-07
2018BC,,2018BC,,2091-01-07,2091-01-10,1.71189e-05
2018BC,,2018BC,,2089-01-10,2089-01-10,2.57e-06
2018BC,,2018BC,,2083-01-09,2083-01-09,2.65e-06
2018BC,,2018BC,,2099-01-11,2099-01-11,9.45e-08
2018BD,,2018BD,,2032-01-18,2032-01-18,1.68e-05
2018BD,,2018BD,,2059-01-17,2059-01-17,1.64e-07
2018BD,,2018BD,,2062-01-17,2062-01-17,1.35e-07
2018BL11,,2018BL11,,2118-01-22,2118-01-22,2.40682e-06
2018BL11,,2018BL11,,2122-01-22,2122-01-22,3.63646e-05
2018BL11,,2018BL11,,2116-01-23,2116-01-23,2.8552e-08
2018BL11,,2018BL11,,2108-01-23,2108-01-23,1.04e-08
2018BL11,,2018BL11,,2112-01-22,2112-01-22,7.47e-08
2018BL11,,2018BL11,,2111-01-22,2111-01-22,2.83e-08
2018BL11,,2018BL11,,2109-01-22,2109-01-22,1.680186e-07
2018BL11,,2018BL11,,2107-01-22,2107-01-22,8.61e-05
2018BL11,,2018BL11,,2114-01-22,2114-01-22,1.64345e-07
2018BN6,,2018BN6,,2106-07-23,2106-07-23,3.37e-08
2018BN6,,2018BN6,,2108-07-21,2108-07-22,9.3532e-07
2018BN6,,2018BN6,,2110-07-22,2110-07-23,1.1232500000000001e-07
2018BN6,,2018BN6,,2111-07-22,2111-07-23,2.36218e-08
2018BN6,,2018BN6,,2112-07-22,2112-07-22,5.14e-08
2018BN6,,2018BN6,,2113-07-22,2113-07-22,2.07e-11
2018BN6,,2018BN6,,2116-07-22,2116-07-23,1.9750200000000002e-07
2018BN6,,2018BN6,,2115-07-23,2115-07-23,2.284e-07
2018BN6,,2018BN6,,2117-07-22,2117-07-22,6.1192e-07
2018BN6,,2018BN6,,2118-07-22,2118-07-22,1.5e-08
2018BN6,,2018BN6,,2119-07-23,2119-07-23,3.197e-07
2018BN6,,2018BN6,,2120-07-21,2120-07-21,1.698e-10
2018BN6,,2018BN6,,2104-07-20,2104-07-22,2.849e-08
2018BN6,,2018BN6,,2114-07-22,2114-07-22,1.81e-06
2018BN6,,2018BN6,,2103-07-23,2103-07-23,2.63e-06
2018BN6,,2018BN6,,2101-07-22,2101-07-23,3.2747e-07
2018BN6,,2018BN6,,2073-07-22,2073-07-22,4.26e-11
2018BN6,,2018BN6,,2102-07-22,2102-07-22,2.37e-08
2018BN6,,2018BN6,,2078-07-21,2078-07-21,4.38e-08
2018BN6,,2018BN6,,2082-07-21,2082-07-21,2.5e-07
2018BN6,,2018BN6,,2083-07-21,2083-07-22,5.8867e-08
2018BN6,,2018BN6,,2089-07-22,2089-07-22,1.59e-05
2018BN6,,2018BN6,,2090-07-21,2090-07-22,4.741e-08
2018BN6,,2018BN6,,2091-07-20,2091-07-21,5.24035e-07
2018BN6,,2018BN6,,2084-07-20,2084-07-21,2.885e-07
2018BN6,,2018BN6,,2094-01-19,2094-01-19,1.97e-07
2018BN6,,2018BN6,,2094-07-22,2094-07-22,1.56e-07
2018BN6,,2018BN6,,2095-07-23,2095-07-23,9.45e-08
2018BN6,,2018BN6,,2097-07-21,2097-07-21,3.9e-08
2018BN6,,2018BN6,,2098-07-22,2098-07-22,9.94e-08
2018BN6,,2018BN6,,2100-07-22,2100-07-22,2.49e-07
2018BN6,,2018BN6,,2093-07-22,2093-07-22,3.91e-08
2018BP3,,2018BP3,,2099-01-22,2099-01-22,3.41e-08
2018BP6,,2018BP6,,2074-02-03,2074-02-03,2.59e-08
2018BX5,,2018BX5,,2112-01-27,2112-01-27,8.56e-08
2018BX5,,2018BX5,,2116-09-29,2116-09-29,5.79e-08
2018BX5,,2018BX5,,2116-01-16,2116-01-16,9.73e-08
2018BX5,,2018BX5,,2115-01-27,2115-01-27,5.16e-08
2018BX5,,2018BX5,,2113-01-16,2113-01-16,1.2250000000000001e-06
2018BX5,,2018BX5,,2108-01-17,2108-01-17,5.43e-08
2018BX5,,2018BX5,,2097-01-17,2097-01-17,2.68e-09
2018BX5,,2018BX5,,2102-01-16,2102-01-16,1.76e-07
2018BX5,,2018BX5,,2099-01-15,2099-01-15,3.55e-07
2018BX5,,2018BX5,,2097-09-29,2097-09-29,1.04e-08
2018BX5,,2018BX5,,2093-09-28,2093-09-28,2.46e-09
2018BX5,,2018BX5,,2091-01-17,2091-01-17,4.36e-08
2018BX5,,2018BX5,,2087-01-27,2087-01-27,6.95e-08
2018BX5,,2018BX5,,2103-01-28,2103-01-28,4.133e-08
2018BX5,,2018BX5,,2090-01-25,2090-01-26,3.99e-07
2018CA15,,2018CA15,,2108-02-06,2108-02-06,1.31e-08
2018CA15,,2018CA15,,2121-02-05,2121-02-05,4.12e-08
2018CA15,,2018CA15,,2043-02-04,2043-02-04,4.24e-09
2018CA15,,2018CA15,,2038-02-05,2038-02-05,1.34e-07
2018CA15,,2018CA15,,2033-02-04,2033-02-04,8.83e-08
2018CA15,,2018CA15,,2028-02-05,2028-02-05,6.5e-09
2018CA15,,2018CA15,,2059-01-28,2059-01-28,9.51e-11
2018CM,,2018CM,,2120-02-09,2120-02-09,6.206269999999999e-07
2018CM,,2018CM,,2114-02-08,2114-02-08,1.07e-06
2018CM,,2018CM,,2094-02-07,2094-02-07,3.54e-06
2018CM,,2018CM,,2108-02-09,2108-02-09,9.690000000000001e-09
2018CM,,2018CM,,2072-02-08,2072-02-08,1.7592e-05
2018CM,,2018CM,,2109-02-08,2109-02-08,5.02e-08
2018CM,,2018CM,,2042-02-07,2042-02-07,1.49e-08
2018CN,,2018CN,,2082-02-07,2082-02-07,3.64e-08
2018DB,,2018DB,,2068-02-23,2068-02-23,1.19e-10
2018DB,,2018DB,,2070-02-23,2070-02-23,1.82e-08
2018DB,,2018DB,,2088-08-06,2088-08-06,5.82e-08
2018DB,,2018DB,,2090-02-20,2090-02-20,1e-08
2018DB,,2018DB,,2096-02-21,2096-02-21,2.77e-08
2018DB,,2018DB,,2107-08-09,2107-08-09,3.78e-10
2018DB,,2018DB,,2109-02-24,2109-02-24,2.38e-11
2018DB,,2018DB,,2119-02-24,2119-02-24,1.36e-06
2018DB,,2018DB,,2121-02-21,2121-02-21,7.37e-08
2018DO3,,2018DO3,,2040-02-15,2040-02-15,1.25e-09
2018DO3,,2018DO3,,2087-02-11,2087-02-11,3.72e-09
2018DQ,,2018DQ,,2097-02-21,2097-02-22,1.336e-08
2018DQ,,2018DQ,,2083-02-21,2083-02-22,4.2122999999999997e-07
2018DQ,,2018DQ,,2085-02-22,2085-02-22,1.92092e-06
2018DQ,,2018DQ,,2087-02-22,2087-02-22,1.624e-07
2018DQ,,2018DQ,,2088-02-22,2088-02-22,1.9820000000000001e-07
2018DQ,,2018DQ,,2089-02-22,2089-02-22,4.433e-10
2018DQ,,2018DQ,,2091-02-22,2091-02-22,4.33e-11
2018DQ,,2018DQ,,2094-02-21,2094-02-22,2.35772e-06
2018DQ,,2018DQ,,2096-02-22,2096-02-23,5.962600000000001e-08
2018DQ,,2018DQ,,2098-02-22,2098-02-22,3.0012500000000005e-08
2018DQ,,2018DQ,,2082-02-21,2082-02-21,8.66e-08
2018DQ,,2018DQ,,2101-02-22,2101-02-22,8.06e-08
2018DQ,,2018DQ,,2102-02-23,2102-02-23,1.4e-11
2018DQ,,2018DQ,,2105-02-23,2105-02-23,6.786000000000001e-07
2018DQ,,2018DQ,,2106-02-22,2106-02-23,6.1379e-09
2018DQ,,2018DQ,,2107-02-23,2107-02-24,5.401e-07
2018DQ,,2018DQ,,2112-02-23,2112-02-24,2.7348e-07
2018DQ,,2018DQ,,2113-02-23,2113-02-23,2.48e-11
2018DQ,,2018DQ,,2114-02-23,2114-02-24,4.92739e-06
2018DQ,,2018DQ,,2118-02-23,2118-02-23,1.03e-09
2018DQ,,2018DQ,,2121-02-22,2121-02-22,2.5318e-07
2018DQ,,2018DQ,,2100-02-23,2100-02-23,1.15e-10
2018DQ,,2018DQ,,2079-02-22,2079-02-22,8e-09
2018DQ,,2018DQ,,2049-02-21,2049-02-21,1.04e-10
2018DQ,,2018DQ,,2077-02-21,2077-02-21,1.12e-09
2018DQ,,2018DQ,,2078-02-22,2078-02-22,6.03e-08
2018DQ,,2018DQ,,2032-02-22,2032-02-22,6.59e-09
2018DQ,,2018DQ,,2034-02-21,2034-02-21,9.72e-08
2018DQ,,2018DQ,,2036-02-21,2036-02-21,1.283e-05
2018DQ,,2018DQ,,2038-02-21,2038-02-21,1.56e-07
2018DQ,,2018DQ,,2040-02-22,2040-02-22,5.132e-08
2018DQ,,2018DQ,,2042-02-21,2042-02-21,3.28e-08
2018DQ,,2018DQ,,2045-02-20,2045-02-20,7.27e-08
2018DQ,,2018DQ,,2047-02-22,2047-02-22,8.58e-06
2018DQ,,2018DQ,,2027-02-21,2027-02-21,0.000123
2018DQ,,2018DQ,,2052-02-22,2052-02-22,1.06e-08
2018DQ,,2018DQ,,2054-02-21,2054-02-21,2.423e-07
2018DQ,,2018DQ,,2056-02-22,2056-02-22,3.1255e-05
2018DQ,,2018DQ,,2060-02-22,2060-02-22,1.1e-08
2018DQ,,2018DQ,,2061-02-22,2061-02-22,1.4e-10
2018DQ,,2018DQ,,2063-02-22,2063-02-22,2.74e-09
2018DQ,,2018DQ,,2064-02-22,2064-02-22,3.1e-08
2018DQ,,2018DQ,,2065-02-21,2065-02-21,1.4143000000000002e-06
2018DQ,,2018DQ,,2067-02-22,2067-02-22,5.2102e-08
2018DQ,,2018DQ,,2068-02-21,2068-02-22,5.95392e-08
2018DQ,,2018DQ,,2070-02-22,2070-02-22,6.3772e-09
2018DQ,,2018DQ,,2074-02-21,2074-02-21,2.436e-07
2018DQ,,2018DQ,,2076-02-22,2076-02-22,1.3019e-06
2018DQ,,2018DQ,,2029-02-21,2029-02-21,3.03e-08
2018DU1,,2018DU1,,2121-03-06,2121-03-06,6.33e-08
2018DU1,,2018DU1,,2118-03-03,2118-03-03,9.73e-07
2018DU1,,2018DU1,,2088-03-02,2088-03-02,4.9e-08
2018DU1,,2018DU1,,2095-11-30,2095-11-30,6.49e-08
2018DU1,,2018DU1,,2098-03-02,2098-03-02,3.24e-08
2018DU1,,2018DU1,,2093-11-28,2093-11-28,6.04e-08
2018DZ3,,2018DZ3,,2068-03-04,2068-03-04,3.39e-08
2018DZ3,,2018DZ3,,2110-03-04,2110-03-04,3.91e-06
2018DZ3,,2018DZ3,,2113-03-04,2113-03-04,8.07e-07
2018EE9,,2018EE9,,2110-03-09,2110-03-09,8.962700000000001e-09
2018EE9,,2018EE9,,2103-03-09,2103-03-09,5.530000000000001e-10
2018EE9,,2018EE9,,2115-03-09,2115-03-09,1.03e-05
2018EE9,,2018EE9,,2092-03-08,2092-03-08,2.294e-07
2018EE9,,2018EE9,,2090-03-09,2090-03-09,4.68e-09
2018EE9,,2018EE9,,2089-03-07,2089-03-07,1.12e-07
2018EE9,,2018EE9,,2080-03-08,2080-03-08,2.62e-08
2018EE9,,2018EE9,,2100-03-08,2100-03-08,1.27e-09
2018EL4,,2018EL4,,2110-03-08,2110-03-08,8.33e-08
2018EL4,,2018EL4,,2115-03-08,2115-03-08,1.547e-07
2018EL4,,2018EL4,,2102-09-10,2102-09-10,1.18e-08
2018EV3,,2018EV3,,2081-03-05,2081-03-05,8.42e-11
2018EV3,,2018EV3,,2121-03-06,2121-03-06,0.0001446871
2018EZ2,,2018EZ2,,2118-03-15,2118-03-15,2.8e-07
2018FE3,,2018FE3,,2118-03-17,2118-03-17,8.74e-06
2018FE4,,2018FE4,,2085-09-26,2085-09-26,3.6400000000000003e-09
2018FE4,,2018FE4,,2098-09-26,2098-09-26,1.574e-06
2018FE4,,2018FE4,,2100-09-26,2100-09-26,1.324e-07
2018FE4,,2018FE4,,2101-09-26,2101-09-26,2.4e-10
2018FG1,,2018FG1,,2119-03-22,2119-03-22,6.27e-09
2018FG1,,2018FG1,,2117-03-21,2117-03-21,9.14e-08
2018FG1,,2018FG1,,2101-03-22,2101-03-22,3.53e-11
2018FG1,,2018FG1,,2112-03-21,2112-03-21,1.09e-07
2018FG1,,2018FG1,,2107-03-22,2107-03-22,1.91e-07
2018FG1,,2018FG1,,2115-03-22,2115-03-22,2.1e-09
2018FG1,,2018FG1,,2104-03-22,2104-03-22,2.87e-08
2018FK5,,2018FK5,,2117-10-03,2117-10-03,2.84e-11
2018FK5,,2018FK5,,2110-10-03,2110-10-03,6.44e-06
2018FK5,,2018FK5,,2103-03-31,2103-03-31,1.84e-07
2018FK5,,2018FK5,,2116-10-03,2116-10-03,3.73e-07
2018FK5,,2018FK5,,2088-03-29,2088-03-29,9.27e-08
2018FK5,,2018FK5,,2087-10-03,2087-10-03,2.17e-06
2018FK5,,2018FK5,,2083-03-30,2083-03-30,1.5e-10
2018FK5,,2018FK5,,2080-03-29,2080-03-29,1e-07
2018FK5,,2018FK5,,2094-10-02,2094-10-02,1.48e-08
2018FL29,,2018FL29,,2092-11-20,2092-11-21,1.38392e-08
2018FL29,,2018FL29,,2089-11-20,2089-11-21,4.598e-10
2018FL29,,2018FL29,,2090-11-21,2090-11-21,2.291903e-07
2018FL29,,2018FL29,,2091-11-21,2091-11-21,8.42731e-08
2018FL29,,2018FL29,,2092-03-13,2092-03-13,6.63e-10
2018FL29,,2018FL29,,2093-03-14,2093-03-14,7.07e-11
2018FL29,,2018FL29,,2098-11-21,2098-11-21,1.3694e-09
2018FL29,,2018FL29,,2094-11-21,2094-11-21,1.5882330000000002e-07
2018FL29,,2018FL29,,2095-11-21,2095-11-22,6.627117e-07
2018FL29,,2018FL29,,2096-11-20,2096-11-21,3.45297e-08
2018FL29,,2018FL29,,2097-11-21,2097-11-21,6.473e-06
2018FL29,,2018FL29,,2089-03-13,2089-03-13,2.32e-10
2018FL29,,2018FL29,,2099-03-14,2099-03-14,3.36e-10
2018FL29,,2018FL29,,2099-11-21,2099-11-22,9.7605e-09
2018FL29,,2018FL29,,2093-11-21,2093-11-21,9.897872300000002e-06
2018FL29,,2018FL29,,2088-11-20,2088-11-21,3.4293e-09
2018FL29,,2018FL29,,2085-11-20,2085-11-21,1.8408599999999998e-08
2018FL29,,2018FL29,,2087-11-21,2087-11-21,3.08479e-08
2018FL29,,2018FL29,,2079-11-20,2079-11-21,3.127452e-07
2018FL29,,2018FL29,,2080-03-23,2080-03-23,8.85e-09
2018FL29,,2018FL29,,2080-11-20,2080-11-20,6.61e-11
2018FL29,,2018FL29,,2081-03-15,2081-03-15,3.34e-11
2018FL29,,2018FL29,,2081-11-20,2081-11-21,1.9494e-09
2018FL29,,2018FL29,,2082-03-13,2082-03-13,9.06e-11
2018FL29,,2018FL29,,2078-11-21,2078-11-21,1.79633e-07
2018FL29,,2018FL29,,2082-03-25,2082-03-25,2.88e-09
2018FL29,,2018FL29,,2083-11-21,2083-11-22,6.0675e-09
2018FL29,,2018FL29,,2084-03-25,2084-03-25,1.124e-09
