n_imp,fullname,des,v_inf,ps_max,ip,range,ts_max,diameter,h,last_obs_jd,ps_cum,id,last_obs
17,(2010 FN),2010 FN,6.79707305834858,-6.95,4.1495682e-06,2078-2120,0,0.016,26.64,2455276.5,-6.46,bK10F00N,2010-03-21
48,(2010 UK),2010 UK,6.08212531297863,-4.19,0.0006709082165,2068-2121,0,0.014,26.85,2455501.5,-4.18,bK10U00K,2010-11-01
265,(2020 AW),2020 AW,4.54885164112609,-6.54,0.0001972727787,2061-2122,0,0.0062,28.68,2458854.5,-5.78,bK20A00W,2020-01-06
3,(2020 AR1),2020 AR1,9.13081482557146,-7.79,4.68272e-07,2096-2121,0,0.012,27.20,2458856.5,-7.74,bK20A01R,2020-01-08
3,(2020 KC5),2020 KC5,8.96002776376675,-5.79,3.6235357e-05,2092-2104,0,0.012,27.34,2458999.5,-5.79,bK20K05C,2020-05-30
1,(2020 KS),2020 KS,7.06,-7.80,7.452e-08,2095-2095,0,0.024,25.79,2459029.5,-7.80,bK20K00S,2020-06-29
17,(2020 SX6),2020 SX6,4.02791060187244,-7.49,2.453161e-06,2095-2118,0,0.013,27.07,2459146.5,-7.07,bK20S06X,2020-10-24
45,(2018 PU23),2018 PU23,1.78314803871588,-7.31,1.4429016e-05,2070-2122,0,0.008,28.12,2458349.5,-6.69,bK18P23U,2018-08-19
15,(2018 VP1),2018 VP1,9.53262840475879,-8.73,4.759111e-07,2027-2118,0,0.0023,30.85,2458438.5,-8.19,bK18V01P,2018-11-16
8,(2019 ED1),2019 ED1,9.41919065399534,-6.74,1.297838e-05,2070-2103,0,0.011,27.53,2458556.5,-6.26,bK19E01D,2019-03-14
15,(2009 OW6),2009 OW6,6.64674621752316,-5.35,2.0794245e-05,2077-2121,0,0.029,25.31,2455052.5,-5.13,bK09O06W,2009-08-09
4,(2010 UB),2010 UB,7.99140107125467,-5.66,6.161e-06,2116-2119,0,0.037,24.83,2455491.5,-5.51,bK10U00B,2010-10-22
46,(2009 WP6),2009 WP6,25.3406183325716,-5.17,4.11566286e-05,2072-2120,0,0.015,26.77,2455155.5,-4.91,bK09W06P,2009-11-20
18,(2009 XR1),2009 XR1,6.0295880998377,-9.29,1.321024e-07,2049-2116,0,0.00471,29.28,2455176.5,-9.01,bK09X01R,2009-12-11
14,(2012 WR10),2012 WR10,2.72926480959929,-8.36,1.695792e-06,2081-2119,0,0.0067,28.52,2456279.5,-7.85,bK12W10R,2012-12-18
16,(2017 BG92),2017 BG92,5.3344301921337,-6.90,1.5651653e-05,2072-2120,0,0.0061,28.73,2457788.5,-6.78,bK17B92G,2017-02-04
4,(2017 CY32),2017 CY32,18.0772798993826,-10.18,4.373e-09,2090-2110,0,0.00661,28.54,2457785.5,-10.08,bK17C32Y,2017-02-01
3,(2013 BR15),2013 BR15,14.0824842328926,-7.05,1.62839e-07,2100-2110,0,0.032,25.10,2456310.5,-6.95,bK13B15R,2013-01-18
216,(2021 JW2),2021 JW2,4.89238510136607,-6.32,0.0001050810274,2046-2122,0,0.01,27.62,2459373.5,-5.48,bK21J02W,2021-06-08
1,(2020 CE1),2020 CE1,14.56,-7.09,2.681e-07,2121-2121,0,0.025,25.66,2458906.5,-7.09,bK20C01E,2020-02-27
3,(2020 DW),2020 DW,3.78351222025785,-8.34,5.76379e-06,2108-2121,0,0.0029,30.34,2458898.5,-8.26,bK20D00W,2020-02-19
8,(2018 XR4),2018 XR4,11.7998276597565,-6.54,3.460016e-06,2062-2117,0,0.015,26.80,2458467.5,-6.33,bK18X04R,2018-12-15
46,(2006 DM63),2006 DM63,10.3663089172349,-4.20,0.0001422170421,2031-2122,0,0.015,26.73,2453794.5,-3.95,bK06D63M,2006-02-28
11,(2016 SU2),2016 SU2,12.7283721043152,-7.29,4.32497e-06,2102-2120,0,0.0098,27.68,2457664.5,-6.87,bK16S02U,2016-10-03
8,(2016 WF7),2016 WF7,6.54448892941808,-8.04,2.916965e-06,2087-2120,0,0.0061,28.73,2457723.5,-7.74,bK16W07F,2016-12-01
4,(2009 TH8),2009 TH8,13.028912491325,-5.13,9.78383e-06,2097-2100,0,0.036,24.86,2455122.5,-5.07,bK09T08H,2009-10-18
13,(2009 TU),2009 TU,15.150014948748,-6.44,1.86409591e-05,2086-2120,0,0.011,27.36,2455122.5,-5.89,bK09T00U,2009-10-18
24,(2009 VT1),2009 VT1,6.95973291017575,-7.71,4.25531e-06,2046-2121,0,0.0042,29.55,2455146.5,-7.51,bK09V01T,2009-11-11
36,(2010 RM80),2010 RM80,5.36628438498694,-7.36,1.17333184e-05,2102-2124,0,0.0088,27.92,2455458.5,-6.78,bK10R80M,2010-09-19
7,(2018 LD1),2018 LD1,10.8856905138755,-6.93,1.180208e-06,2100-2121,0,0.018,26.38,2458282.5,-6.90,bK18L01D,2018-06-13
10,(2015 FF36),2015 FF36,8.86651974651785,-6.90,2.1367185e-06,2073-2117,0,0.017,26.51,2457107.5,-6.62,bK15F36F,2015-03-26
115,(2012 DJ54),2012 DJ54,5.42760910471794,-5.83,0.000324815422,2068-2122,0,0.0069,28.46,2456001.5,-5.44,bK12D54J,2012-03-15
3,(2022 DO2),2022 DO2,8.7698361594547,-7.69,1.43188e-06,2107-2116,0,0.0083,28.05,2459645.5,-7.65,bK22D02O,2022-03-07
148,(2017 TB),2017 TB,5.78474931842857,-7.18,5.2458918e-05,2046-2122,0,0.0051,29.13,2458031.5,-6.53,bK17T00B,2017-10-05
4,(2024 FY1),2024 FY1,10.3771171218213,-8.00,1.9151e-07,2091-2114,0,0.018,26.36,2460414.5,-7.62,bK24F01Y,2024-04-14
1,(2024 GV3),2024 GV3,10.84,-9.61,1.609e-08,2082-2082,0,0.0065,28.59,2460412.5,-9.61,bK24G03V,2024-04-12
9,(2024 GZ5),2024 GZ5,3.69596229192903,-6.58,0.00037913687,2112-2124,0,0.003,30.26,2460415.5,-6.42,bK24G05Z,2024-04-15
6,(2017 UQ6),2017 UQ6,3.02656747989789,-8.05,3.177776e-07,2087-2104,0,0.013,27.12,2458070.5,-7.88,bK17U06Q,2017-11-13
113,(2017 WT28),2017 WT28,4.47011685866956,-3.85,0.011543968326,2083-2121,0,0.0082,28.08,2458103.5,-3.83,bK17W28T,2017-12-16
5,(2024 FQ5),2024 FQ5,6.95548903922349,-8.72,5.7797e-06,2088-2121,0,0.0022,30.98,2460400.5,-8.49,bK24F05Q,2024-03-31
3,(2006 XV4),2006 XV4,9.19167900355872,-7.31,1.405e-07,2101-2120,0,0.036,24.88,2454096.5,-7.07,bK06X04V,2006-12-27
56,(2008 YO2),2008 YO2,16.4650870027364,-5.41,2.06610398e-05,2052-2120,0,0.0309,25.21,2454822.5,-4.84,bK08Y02O,2008-12-22
2,(2005 UA1),2005 UA1,14.6798518507914,-6.99,8.38209e-08,2036-2048,0,0.018,26.35,2453685.5,-6.99,bK05U01A,2005-11-11
4,(2006 AU3),2006 AU3,7.37176622018422,-7.36,4.47498e-07,2078-2109,0,0.019,26.31,2453745.5,-7.30,bK06A03U,2006-01-10
10,(2006 DO62),2006 DO62,10.8393890621406,-7.58,1.7440268e-06,2053-2088,0,0.0073,28.34,2453790.5,-7.28,bK06D62O,2006-02-24
1,(2004 RV164),2004 RV164,7.95,-7.42,3.616e-08,2111-2111,0,0.049,24.20,2453286.5,-7.42,bK04RG4V,2004-10-08
1,(2005 BS1),2005 BS1,12.36,-6.74,6.744e-07,2041-2041,0,0.012,27.29,2453389.5,-6.74,bK05B01S,2005-01-19
4,(2008 XK),2008 XK,17.1980848063182,-9.08,6.3816e-09,2050-2092,0,0.0125,27.18,2454802.5,-8.92,bK08X00K,2008-12-02
9,(2022 GE),2022 GE,12.1971413742474,-7.25,1.317885e-06,2092-2120,0,0.013,27.12,2459678.5,-7.09,bK22G00E,2022-04-09
42,(2022 FP2),2022 FP2,4.88198158678875,-5.95,6.8841224e-05,2054-2121,0,0.0073,28.34,2459672.5,-5.82,bK22F02P,2022-04-03
102,(2022 CU4),2022 CU4,4.42353258120352,-7.45,6.97468434e-05,2081-2122,0,0.0047,29.29,2459636.5,-6.65,bK22C04U,2022-02-26
16,(2022 JM),2022 JM,4.64259525652452,-7.88,9.569397e-06,2092-2122,0,0.006,28.75,2459708.5,-7.24,bK22J00M,2022-05-09
5,(2022 ED),2022 ED,4.85822537942756,-8.86,9.1783e-07,2115-2119,0,0.0053,29.01,2459645.5,-8.43,bK22E00D,2022-03-07
21,(2019 AU6),2019 AU6,8.73334138648627,-5.17,7.9019982e-05,2064-2115,0,0.016,26.58,2458495.5,-4.89,bK19A06U,2019-01-12
23,(2017 RP16),2017 RP16,10.3317235274202,-7.02,4.598749e-06,2065-2121,0,0.012,27.23,2458019.5,-6.57,bK17R16P,2017-09-23
57,(2018 RB2),2018 RB2,9.05551012707251,-6.22,2.7566308e-05,2089-2119,0,0.012,27.26,2458377.5,-5.92,bK18R02B,2018-09-16
10,(2018 WG2),2018 WG2,6.46743673650856,-8.79,1.610447e-06,2077-2118,0,0.0032,30.14,2458452.5,-8.59,bK18W02G,2018-11-30
1,(2010 XB),2010 XB,19.52,-5.31,1.031e-04,2036-2036,0,0.0041,29.59,2455532.5,-5.31,bK10X00B,2010-12-02
1,(2012 BV1),2012 BV1,8.44,-10.90,7.405e-09,2057-2057,0,0.0022,30.98,2455945.5,-10.90,bK12B01V,2012-01-19
1,(2019 TN5),2019 TN5,11.59,-8.01,1.391e-07,2041-2041,0,0.007,28.41,2458779.5,-8.01,bK19T05N,2019-10-23
13,(2020 TD7),2020 TD7,9.13863552117884,-6.91,4.9247155e-06,2092-2120,0,0.015,26.77,2459146.5,-6.45,bK20T07D,2020-10-24
6,(2020 TF6),2020 TF6,12.5401121183179,-6.46,8.91023e-06,2056-2076,0,0.01,27.58,2459140.5,-6.17,bK20T06F,2020-10-18
1,(2005 TK50),2005 TK50,20.58,-7.71,1.434e-06,2106-2106,0,0.0054,28.97,2453652.5,-7.71,bK05T50K,2005-10-09
28,(2020 GB1),2020 GB1,8.28093995983125,-5.49,2.8110414e-05,2049-2120,0,0.014,26.92,2458945.5,-5.37,bK20G01B,2020-04-06
14,(2020 PJ6),2020 PJ6,2.24497618113384,-6.76,1.6313329e-06,2074-2119,0,0.026,25.59,2459084.5,-6.37,bK20P06J,2020-08-23
28,(2002 RB182),2002 RB182,13.5730901213503,-4.94,5.865336e-06,2036-2120,0,0.0924,22.82,2452533.5,-4.26,bK02RI2B,2002-09-16
3,(2016 AN66),2016 AN66,5.45996797216346,-8.49,1.466849e-07,2076-2106,0,0.011,27.42,2457403.5,-8.24,bK16A66N,2016-01-16
264,(2009 TM8),2009 TM8,7.95943043990192,-7.51,8.28476664000001e-05,2079-2121,0,0.00657,28.57,2455121.5,-6.11,bK09T08M,2009-10-17
4,(2016 FE15),2016 FE15,12.2015254652084,-7.94,7.632924e-07,2062-2111,0,0.006,28.77,2457488.5,-7.86,bK16F15E,2016-04-10
2,(2018 FK5),2018 FK5,11.2780986475736,-7.46,3.771e-06,2087-2110,0,0.0076,28.25,2458206.5,-7.18,bK18F05K,2018-03-29
187,(2012 BL14),2012 BL14,19.7661066954673,-5.65,1.97222155e-05,2030-2122,0,0.00788,28.17,2455947.5,-5.26,bK12B14L,2012-01-21
6,(2012 GD),2012 GD,8.57250335808528,-9.31,1.71973e-08,2060-2118,0,0.014,26.90,2456023.5,-8.96,bK12G00D,2012-04-06
13,(2018 GD2),2018 GD2,7.57695265244616,-8.51,4.505935e-06,2097-2122,0,0.0043,29.46,2458220.5,-7.84,bK18G02D,2018-04-12
9,(2019 QE7),2019 QE7,10.1881060002183,-7.03,2.721051e-06,2097-2119,0,0.015,26.72,2458753.5,-6.66,bK19Q07E,2019-09-27
1,(2021 AD4),2021 AD4,5.18,-8.16,2.561e-08,2084-2084,0,0.025,25.64,2459232.5,-8.16,bK21A04D,2021-01-18
1,(2021 BO1),2021 BO1,10.19,-8.31,5.365e-07,2077-2077,0,0.0051,29.11,2459233.5,-8.31,bK21B01O,2021-01-19
9,(2014 WE6),2014 WE6,4.42094976536882,-7.54,5.250581e-05,2104-2121,0,0.0029,30.31,2456982.5,-7.25,bK14W06E,2014-11-21
6,(2025 KK1),2025 KK1,21.6543676331685,-6.91,4.905009e-06,2045-2120,0,0.0061,28.71,2460819.5,-6.75,bK25K01K,2025-05-24
44,(2004 VM24),2004 VM24,12.8649149100012,-5.64,2.41220417e-05,2049-2114,0,0.025,25.68,2453321.5,-5.00,bK04V24M,2004-11-12
10,(2019 WU),2019 WU,10.0639907353361,-7.57,1.555588e-06,2080-2112,0,0.013,27.04,2458815.5,-7.06,bK19W00U,2019-11-28
161,(2011 AM37),2011 AM37,3.65249874163042,-5.26,0.0011992228026,2048-2119,0,0.0038,29.74,2455577.5,-5.15,bK11A37M,2011-01-16
307,(2011 BL45),2011 BL45,1.67630835714702,-4.52,0.0010298487279,2050-2122,0,0.013,27.13,2455604.5,-4.32,bK11B45L,2011-02-12
14,(2019 UT),2019 UT,10.8961237663222,-5.93,0.000112803158,2099-2120,0,0.0087,27.95,2458776.5,-5.61,bK19U00T,2019-10-20
1,(2017 XY2),2017 XY2,7.88,-8.36,9.773e-08,2108-2108,0,0.013,27.09,2458102.5,-8.36,bK17X02Y,2017-12-15
1,(2001 UF5),2001 UF5,18.26,-7.18,1.618e-09,2058-2058,0,0.11,22.41,2452208.5,-7.18,bK01U05F,2001-10-26
1,(2002 GM5),2002 GM5,20.44,-4.84,1.175e-07,2064-2064,0,0.18,21.37,2452381.5,-4.84,bK02G05M,2002-04-17
8,(2021 RM10),2021 RM10,11.0624999818687,-6.30,1.792477e-06,2057-2104,0,0.029,25.35,2459472.5,-5.98,bK21R10M,2021-09-15
2,(2008 BC15),2008 BC15,20.6643727753209,-6.86,9.271e-07,2072-2094,0,0.016,26.59,2454496.5,-6.62,bK08B15C,2008-01-31
17,(2007 TX22),2007 TX22,8.87005102866246,-6.93,2.626955e-05,2040-2079,0,0.00714,28.38,2454384.5,-6.22,bK07T22X,2007-10-11
30,(2007 WP3),2007 WP3,13.0293345123075,-4.90,7.1913366e-06,2098-2119,0,0.067,23.52,2454449.5,-4.61,bK07W03P,2007-12-15
2,(2021 GZ7),2021 GZ7,10.1358463155883,-9.22,1.0463e-07,2074-2101,0,0.0056,28.91,2459309.5,-9.00,bK21G07Z,2021-04-05
43,(2021 JY3),2021 JY3,3.85981511597972,-6.15,0.000160772629,2077-2121,0,0.007,28.41,2459354.5,-5.73,bK21J03Y,2021-05-20
1,(2011 DE5),2011 DE5,15.06,-10.58,1.879e-10,2115-2115,0,0.017,26.45,2455621.5,-10.58,bK11D05E,2011-03-01
2,(2008 YF29),2008 YF29,8.63453290658132,-6.88,9.998e-08,2074-2090,0,0.051,24.12,2454839.5,-6.77,bK08Y29F,2009-01-08
20,(2018 RQ4),2018 RQ4,6.76325540083988,-7.04,6.2627065e-06,2082-2117,0,0.014,26.85,2458379.5,-6.44,bK18R04Q,2018-09-18
5,(2018 VP6),2018 VP6,12.0546591558216,-6.87,3.22112e-06,2088-2118,0,0.013,27.16,2458441.5,-6.63,bK18V06P,2018-11-19
37,(2018 VS6),2018 VS6,11.7992536442778,-5.56,4.7380718e-05,2083-2121,0,0.014,26.95,2458441.5,-5.37,bK18V06S,2018-11-19
16,(2011 SO189),2011 SO189,12.985666501189,-5.01,9.9032509e-05,2056-2102,0,0.017,26.49,2455840.5,-4.66,bK11SI9O,2011-10-06
90,(2009 BE),2009 BE,11.4597782504635,-4.36,0.000358396916,2037-2122,0,0.02,26.11,2454853.5,-4.05,bK09B00E,2009-01-22
4,(2009 TB),2009 TB,15.1052168262897,-9.01,5.6174e-08,2070-2115,0,0.00572,28.85,2455106.5,-8.97,bK09T00B,2009-10-02
46,(2009 WW7),2009 WW7,8.19343297474006,-6.92,4.52556738e-05,2059-2121,0,0.0056,28.89,2455158.5,-6.49,bK09W07W,2009-11-23
7,(2015 FC345),2015 FC345,6.75391004107756,-7.90,1.282452e-06,2085-2123,0,0.0095,27.76,2457110.5,-7.60,bK15FY5C,2015-03-29
82,(2015 TG24),2015 TG24,9.84241711316837,-6.72,2.49978701e-05,2102-2121,0,0.016,26.68,2457309.5,-5.73,bK15T24G,2015-10-14
57,(2006 BC8),2006 BC8,13.1603810222204,-5.40,1.29852873e-05,2050-2122,0,0.032,25.14,2453773.5,-5.08,bK06B08C,2006-02-07
64,(2008 ST),2008 ST,3.24499536659062,-5.68,0.00013679128,2048-2122,0,0.013,27.07,2454738.5,-5.28,bK08S00T,2008-09-29
57,(2020 QN4),2020 QN4,7.52532577340321,-7.77,1.09329582e-05,2065-2121,0,0.0064,28.63,2459087.5,-6.96,bK20Q04N,2020-08-26
11,(2021 AX6),2021 AX6,7.13067056254076,-5.99,9.856068e-06,2062-2120,0,0.014,26.87,2459262.5,-5.95,bK21A06X,2021-02-17
1,(2022 WM9),2022 WM9,10.27,-6.66,6.964e-07,2086-2086,0,0.024,25.76,2459927.5,-6.66,bK22W09M,2022-12-14
1,(2020 SL6),2020 SL6,14.20,-7.96,3.685e-07,2108-2108,0,0.0091,27.86,2459136.5,-7.96,bK20S06L,2020-10-14
3,(2020 SM2),2020 SM2,4.17760700389105,-9.47,1.0794e-07,2080-2111,0,0.00625,28.67,2459114.5,-9.09,bK20S02M,2020-09-22
10,(2020 SN5),2020 SN5,13.2748568793153,-6.70,2.6400796e-06,2043-2118,0,0.0078,28.19,2459119.5,-6.68,bK20S05N,2020-09-27
131,(2022 SY24),2022 SY24,11.2749232960914,-6.22,0.0002133769882,2049-2122,0,0.0055,28.93,2459854.5,-5.69,bK22S24Y,2022-10-02
2,(2022 AE6),2022 AE6,10.2991803278689,-6.69,7.076e-07,2084-2105,0,0.026,25.59,2459593.5,-6.58,bK22A06E,2022-01-14
346,(2020 SN6),2020 SN6,5.5133246782477,-7.78,2.70701732000001e-05,2043-2122,0,0.0059,28.79,2459122.5,-6.60,bK20S06N,2020-09-30
15,(2020 UA),2020 UA,6.52651390832879,-8.14,1.974033e-06,2074-2114,0,0.0071,28.39,2459142.5,-7.55,bK20U00A,2020-10-20
4,(2008 SH148),2008 SH148,8.80307948766644,-9.15,4.7391e-09,2042-2097,0,0.0209,26.07,2454738.5,-8.77,bK08SE8H,2008-09-29
9,(2008 TE),2008 TE,11.706756323456,-8.63,1.440233e-07,2058-2117,0,0.0095,27.76,2454747.5,-8.39,bK08T00E,2008-10-08
4,(2011 CA7),2011 CA7,8.91973561629607,-8.97,6.25795e-07,2062-2087,0,0.0029,30.32,2455600.5,-8.74,bK11C07A,2011-02-08
120,(2022 EF1),2022 EF1,10.6397779759052,-7.83,9.9479203e-06,2040-2122,0,0.0055,28.94,2459641.5,-6.97,bK22E01F,2022-03-03
116,(2012 EP10),2012 EP10,2.79011035377245,-6.77,8.37844307e-05,2056-2122,0,0.005,29.17,2456014.5,-6.48,bK12E10P,2012-03-28
1,(2002 TZ59),2002 TZ59,28.40,-6.38,5.157e-09,2040-2040,0,0.085,23.01,2452555.5,-6.38,bK02T59Z,2002-10-08
7,(2004 RU109),2004 RU109,12.932002310517,-6.46,1.21185e-06,2034-2053,0,0.017,26.50,2453260.5,-6.15,bK04RA9U,2004-09-12
37,(2017 UL6),2017 UL6,7.13156402504067,-8.11,6.9002463e-05,2041-2120,0,0.00139,32.00,2458054.5,-7.63,bK17U06L,2017-10-28
1,(2025 UV7),2025 UV7,9.17,-11.78,1.396e-10,2039-2039,0,0.0034,29.97,2460976.5,-11.78,bK25U07V,2025-10-28
6,(2021 EU),2021 EU,21.2212941530514,-4.07,5.4536378e-05,2056-2123,0,0.028,25.44,2459290.5,-4.01,bK21E00U,2021-03-17
19,(2022 OC4),2022 OC4,7.1589501712573,-7.49,1.444026e-06,2078-2122,0,0.011,27.40,2459800.5,-7.30,bK22O04C,2022-08-09
2,(2008 CJ),2008 CJ,8.07,-6.59,8.564e-06,2106-2106,0,0.012,27.31,2454499.5,-6.50,bK08C00J,2008-02-03
5,(2008 UC202),2008 UC202,4.1627127220121,-7.10,1.14746e-05,2116-2119,0,0.0076,28.25,2454773.5,-6.99,bK08UK2C,2008-11-03
13,(2017 RJ2),2017 RJ2,15.8892643196038,-7.34,2.9418726e-06,2106-2121,0,0.011,27.47,2458011.5,-6.84,bK17R02J,2017-09-15
11,(2017 UA45),2017 UA45,5.41563384682057,-6.15,8.690057e-06,2099-2121,0,0.022,25.94,2458098.5,-5.97,bK17U45A,2017-12-11
8,(2017 UK52),2017 UK52,11.4307803221866,-8.83,2.11182e-08,2031-2117,0,0.014,26.98,2458047.5,-8.54,bK17U52K,2017-10-21
1,(2021 AS2),2021 AS2,24.55,-9.74,8.210e-09,2063-2063,0,0.0044,29.45,2459223.5,-9.74,bK21A02S,2021-01-09
1,(2021 AZ5),2021 AZ5,8.06,-8.83,9.767e-08,2110-2110,0,0.0082,28.07,2459230.5,-8.83,bK21A05Z,2021-01-16
5,(2021 EA),2021 EA,9.46008817216105,-5.49,6.831975e-05,2055-2060,0,0.0085,27.99,2459275.5,-5.46,bK21E00A,2021-03-02
1,(2023 QE2),2023 QE2,12.52,-7.79,5.850e-08,2034-2034,0,0.0096,27.74,2460178.5,-7.79,bK23Q02E,2023-08-22
32,(2008 CC71),2008 CC71,8.04733826353591,-4.30,4.056358e-05,2034-2082,0,0.036,24.88,2454515.5,-4.01,bK08C71C,2008-02-19
1,(2021 GE2),2021 GE2,15.36,-4.01,7.309e-04,2030-2030,0,0.0051,29.12,2459319.5,-4.01,bK21G02E,2021-04-15
1,(2021 CP7),2021 CP7,9.88,-9.87,5.404e-09,2108-2108,0,0.0096,27.74,2459264.5,-9.87,bK21C07P,2021-02-19
13,(2021 FU),2021 FU,9.14670756861258,-7.16,4.051152e-06,2077-2121,0,0.011,27.44,2459315.5,-6.78,bK21F00U,2021-04-11
2,(2021 OK1),2021 OK1,12.7903110748532,-7.39,7.4773e-07,2101-2111,0,0.012,27.18,2459439.5,-7.38,bK21O01K,2021-08-13
1,(2016 GF1),2016 GF1,7.18,-7.52,2.267e-07,2111-2111,0,0.021,26.03,2457494.5,-7.52,bK16G01F,2016-04-16
9,(2016 GS134),2016 GS134,11.0134843784363,-8.03,2.432695e-07,2070-2122,0,0.0096,27.75,2457509.5,-7.96,bK16GD4S,2016-05-01
1,(2021 BV1),2021 BV1,21.48,-8.66,2.527e-08,2064-2064,0,0.0084,28.03,2459231.5,-8.66,bK21B01V,2021-01-17
5,(2020 KJ4),2020 KJ4,4.22620903056091,-8.42,2.668605e-06,2066-2121,0,0.0036,29.89,2458997.5,-8.36,bK20K04J,2020-05-28
1,(2012 FN35),2012 FN35,8.48,-9.34,8.537e-10,2108-2108,0,0.036,24.87,2456016.5,-9.34,bK12F35N,2012-03-30
16,(2012 QD8),2012 QD8,20.7611460347656,-3.79,6.112476e-06,2047-2120,0,0.081,23.10,2456176.5,-3.71,bK12Q08D,2012-09-06
7,(2023 HG7),2023 HG7,12.0241432354672,-7.42,9.78752e-07,2116-2123,0,0.014,26.97,2460078.5,-7.22,bK23H07G,2023-05-14
2,(2012 VE77),2012 VE77,15.3299370822976,-4.08,4.633831e-05,2033-2035,0,0.018,26.34,2456248.5,-4.08,bK12V77E,2012-11-17
4,(2017 UF),2017 UF,23.2298028854228,-8.04,1.893518e-07,2066-2082,0,0.0091,27.85,2458045.5,-7.78,bK17U00F,2017-10-19
13,(2017 WE28),2017 WE28,8.79308250824687,-6.60,1.8348178e-06,2039-2099,0,0.015,26.72,2458098.5,-6.39,bK17W28E,2017-12-11
8,(2014 WU200),2014 WU200,1.70880424008958,-7.77,7.46588e-06,2104-2120,0,0.0058,28.82,2457001.5,-7.46,bK14WK0U,2014-12-10
1,(2009 SU104),2009 SU104,13.07,-7.92,3.456e-08,2109-2109,0,0.026,25.57,2455105.5,-7.92,bK09SA4U,2009-10-01
142,(2009 TD17),2009 TD17,6.58319424879598,-5.78,3.83097103e-05,2039-2121,0,0.00981,27.68,2455115.5,-5.57,bK09T17D,2009-10-11
63,(2014 HY198),2014 HY198,6.14188430035796,-7.19,8.99335747e-05,2034-2122,0,0.00396,29.65,2456776.5,-6.52,bK14HJ8Y,2014-04-29
82,(2014 JR24),2014 JR24,3.72303350796732,-5.22,0.001175385174,2069-2122,0,0.0047,29.29,2456784.5,-5.18,bK14J24R,2014-05-07
10,(2014 JU79),2014 JU79,6.1690187675646,-5.61,3.740123e-07,2041-2121,0,0.0924,22.82,2456783.5,-5.21,bK14J79U,2014-05-06
1,(2016 YM4),2016 YM4,18.98,-3.69,1.338e-05,2121-2121,0,0.11,22.36,2457786.5,-3.69,bK16Y04M,2017-02-02
26,(2017 YO5),2017 YO5,7.33621869761019,-6.06,1.75404459e-05,2084-2120,0,0.02,26.10,2458138.5,-5.64,bK17Y05O,2018-01-20
2,(2023 GP3),2023 GP3,7.95506188118812,-9.74,4.04e-08,2106-2118,0,0.0065,28.58,2460059.5,-9.47,bK23G03P,2023-04-25
14,(2023 HL5),2023 HL5,8.20608060720727,-7.14,4.922339e-06,2083-2122,0,0.011,27.51,2460078.5,-6.85,bK23H05L,2023-05-14
10,(2022 OR1),2022 OR1,4.46430708750922,-7.04,1.18710618e-05,2111-2121,0,0.0087,27.96,2459815.5,-6.81,bK22O01R,2022-08-24
1,(2012 VQ6),2012 VQ6,12.92,-9.42,5.088e-09,2102-2102,0,0.013,27.01,2456240.5,-9.42,bK12V06Q,2012-11-09
1,(2021 PA1),2021 PA1,15.77,-9.02,1.260e-08,2113-2113,0,0.013,27.06,2459434.5,-9.02,bK21P01A,2021-08-08
1,(2021 LL6),2021 LL6,8.94,-9.18,7.588e-09,2088-2088,0,0.015,26.80,2459384.5,-9.18,bK21L06L,2021-06-19
1,(2012 SW2),2012 SW2,16.57,-9.53,5.863e-09,2117-2117,0,0.011,27.44,2456189.5,-9.53,bK12S02W,2012-09-19
1,(2013 CL22),2013 CL22,9.37,-7.65,3.716e-08,2119-2119,0,0.038,24.73,2456365.5,-7.65,bK13C22L,2013-03-14
1,(2021 BY1),2021 BY1,20.77,-8.94,1.949e-08,2051-2051,0,0.0061,28.71,2459233.5,-8.94,bK21B01Y,2021-01-19
4,(2004 DA53),2004 DA53,9.35,-6.83,7.915858e-06,2111-2116,0,0.0088,27.93,2453062.5,-6.82,bK04D53A,2004-02-27
22,(2021 BL2),2021 BL2,12.9681506213351,-8.11,1.201928e-07,2038-2119,0,0.00661,28.54,2459232.5,-8.08,bK21B02L,2021-01-18
31,(2018 YH2),2018 YH2,9.6858863531758,-5.91,1.370949e-07,2031-2120,0,0.0816,23.09,2458470.5,-5.50,bK18Y02H,2018-12-18
8,(2019 HR2),2019 HR2,8.38526714499035,-10.22,2.7457e-08,2049-2118,0,0.0055,28.93,2458612.5,-9.75,bK19H02R,2019-05-09
1,(2017 UK1),2017 UK1,7.57,-11.10,1.381e-10,2092-2092,0,0.013,27.03,2458099.5,-11.10,bK17U01K,2017-12-12
1,(2019 JP144),2019 JP144,15.13,-8.11,1.784e-07,2113-2113,0,0.011,27.53,2458616.5,-8.11,bK19JE4P,2019-05-13
5,(2021 GE226),2021 GE226,8.84062026210802,-7.90,1.88243e-06,2080-2116,0,0.00719,28.36,2459314.5,-7.58,bK21GM6E,2021-04-10
27,(2012 TV),2012 TV,16.6739976965525,-5.61,4.509762e-06,2054-2114,0,0.031,25.19,2456207.5,-5.33,bK12T00V,2012-10-07
41,(2018 BC),2018 BC,2.03345303662316,-7.67,7.27354e-05,2083-2122,0,0.0044,29.41,2458138.5,-6.67,bK18B00C,2018-01-20
2,(2022 DX29),2022 DX29,8.2756670771757,-9.03,9.744e-07,2110-2118,0,0.003,30.28,2459636.5,-8.90,bK22D29X,2022-02-26
