des,diameter,fullname,h,id,ip,last_obs,last_obs_jd,n_imp,ps_cum,ps_max,range,ts_max,v_inf
2019 AU6,0.016,(2019 AU6),26.58,bK19A06U,7.9019982e-05,2019-01-12,2458495.5,21,-4.89,-5.17,2064-2115,0,8.73334138648627
2017 RP16,0.012,(2017 RP16),27.23,bK17R16P,4.598749e-06,2017-09-23,2458019.5,23,-6.57,-7.02,2065-2121,0,10.3317235274202
2018 RB2,0.012,(2018 RB2),27.26,bK18R02B,2.7566308e-05,2018-09-16,2458377.5,57,-5.92,-6.22,2089-2119,0,9.05551012707251
2018 WG2,0.0032,(2018 WG2),30.14,bK18W02G,1.610447e-06,2018-11-30,2458452.5,10,-8.59,-8.79,2077-2118,0,6.46743673650856
2010 XB,0.0041,(2010 XB),29.59,bK10X00B,1.031e-04,2010-12-02,2455532.5,1,-5.31,-5.31,2036-2036,0,19.52
2012 BV1,0.0022,(2012 BV1),30.98,bK12B01V,7.405e-09,2012-01-19,2455945.5,1,-10.90,-10.90,2057-2057,0,8.44
2019 TN5,0.007,(2019 TN5),28.41,bK19T05N,1.391e-07,2019-10-23,2458779.5,1,-8.01,-8.01,2041-2041,0,11.59
2020 TD7,0.015,(2020 TD7),26.77,bK20T07D,4.9247155e-06,2020-10-24,2459146.5,13,-6.45,-6.91,2092-2120,0,9.13863552117884
2020 TF6,0.01,(2020 TF6),27.58,bK20T06F,8.91023e-06,2020-10-18,2459140.5,6,-6.17,-6.46,2056-2076,0,12.5401121183179
2005 TK50,0.0054,(2005 TK50),28.97,bK05T50K,1.434e-06,2005-10-09,2453652.5,1,-7.71,-7.71,2106-2106,0,20.58
2020 GB1,0.014,(2020 GB1),26.92,bK20G01B,2.8110414e-05,2020-04-06,2458945.5,28,-5.37,-5.49,2049-2120,0,8.28093995983125
2020 PJ6,0.026,(2020 PJ6),25.59,bK20P06J,1.6313329e-06,2020-08-23,2459084.5,14,-6.37,-6.76,2074-2119,0,2.24497618113384
2002 RB182,0.0924,(2002 RB182),22.82,bK02RI2B,5.865336e-06,2002-09-16,2452533.5,28,-4.26,-4.94,2036-2120,0,13.5730901213503
2016 AN66,0.011,(2016 AN66),27.42,bK16A66N,1.466849e-07,2016-01-16,2457403.5,3,-8.24,-8.49,2076-2106,0,5.45996797216346
2009 TM8,0.00657,(2009 TM8),28.57,bK09T08M,8.28476664000001e-05,2009-10-17,2455121.5,264,-6.11,-7.51,2079-2121,0,7.95943043990192
2016 FE15,0.006,(2016 FE15),28.77,bK16F15E,7.632924e-07,2016-04-10,2457488.5,4,-7.86,-7.94,2062-2111,0,12.2015254652084
2018 FK5,0.0076,(2018 FK5),28.25,bK18F05K,3.771e-06,2018-03-29,2458206.5,2,-7.18,-7.46,2087-2110,0,11.2780986475736
2012 BL14,0.00788,(2012 BL14),28.17,bK12B14L,1.97222155e-05,2012-01-21,2455947.5,187,-5.26,-5.65,2030-2122,0,19.7661066954673
2012 GD,0.014,(2012 GD),26.90,bK12G00D,1.71973e-08,2012-04-06,2456023.5,6,-8.96,-9.31,2060-2118,0,8.57250335808528
2018 GD2,0.0043,(2018 GD2),29.46,bK18G02D,4.505935e-06,2018-04-12,2458220.5,13,-7.84,-8.51,2097-2122,0,7.57695265244616
2019 QE7,0.015,(2019 QE7),26.72,bK19Q07E,2.721051e-06,2019-09-27,2458753.5,9,-6.66,-7.03,2097-2119,0,10.1881060002183
2021 AD4,0.025,(2021 AD4),25.64,bK21A04D,2.561e-08,2021-01-18,2459232.5,1,-8.16,-8.16,2084-2084,0,5.18
2021 BO1,0.0051,(2021 BO1),29.11,bK21B01O,5.365e-07,2021-01-19,2459233.5,1,-8.31,-8.31,2077-2077,0,10.19
2014 WE6,0.0029,(2014 WE6),30.31,bK14W06E,5.250581e-05,2014-11-21,2456982.5,9,-7.25,-7.54,2104-2121,0,4.42094976536882
2025 KK1,0.0061,(2025 KK1),28.71,bK25K01K,4.905009e-06,2025-05-24,2460819.5,6,-6.75,-6.91,2045-2120,0,21.6543676331685
2004 VM24,0.025,(2004 VM24),25.68,bK04V24M,2.41220417e-05,2004-11-12,2453321.5,44,-5.00,-5.64,2049-2114,0,12.8649149100012
2019 WU,0.013,(2019 WU),27.04,bK19W00U,1.555588e-06,2019-11-28,2458815.5,10,-7.06,-7.57,2080-2112,0,10.0639907353361
2011 AM37,0.0038,(2011 AM37),29.74,bK11A37M,0.0011992228026,2011-01-16,2455577.5,161,-5.15,-5.26,2048-2119,0,3.65249874163042
2011 BL45,0.013,(2011 BL45),27.13,bK11B45L,0.0010298487279,2011-02-12,2455604.5,307,-4.32,-4.52,2050-2122,0,1.67630835714702
2019 UT,0.0087,(2019 UT),27.95,bK19U00T,0.000112803158,2019-10-20,2458776.5,14,-5.61,-5.93,2099-2120,0,10.8961237663222
2017 XY2,0.013,(2017 XY2),27.09,bK17X02Y,9.773e-08,2017-12-15,2458102.5,1,-8.36,-8.36,2108-2108,0,7.88
2001 UF5,0.11,(2001 UF5),22.41,bK01U05F,1.618e-09,2001-10-26,2452208.5,1,-7.18,-7.18,2058-2058,0,18.26
2002 GM5,0.18,(2002 GM5),21.37,bK02G05M,1.175e-07,2002-04-17,2452381.5,1,-4.84,-4.84,2064-2064,0,20.44
2021 RM10,0.029,(2021 RM10),25.35,bK21R10M,1.792477e-06,2021-09-15,2459472.5,8,-5.98,-6.30,2057-2104,0,11.0624999818687
2008 BC15,0.016,(2008 BC15),26.59,bK08B15C,9.271e-07,2008-01-31,2454496.5,2,-6.62,-6.86,2072-2094,0,20.6643727753209
2007 TX22,0.00714,(2007 TX22),28.38,bK07T22X,2.626955e-05,2007-10-11,2454384.5,17,-6.22,-6.93,2040-2079,0,8.87005102866246
2007 WP3,0.067,(2007 WP3),23.52,bK07W03P,7.1913366e-06,2007-12-15,2454449.5,30,-4.61,-4.90,2098-2119,0,13.0293345123075
2021 GZ7,0.0056,(2021 GZ7),28.91,bK21G07Z,1.0463e-07,2021-04-05,2459309.5,2,-9.00,-9.22,2074-2101,0,10.1358463155883
2021 JY3,0.007,(2021 JY3),28.41,bK21J03Y,0.000160772629,2021-05-20,2459354.5,43,-5.73,-6.15,2077-2121,0,3.85981511597972
2011 DE5,0.017,(2011 DE5),26.45,bK11D05E,1.879e-10,2011-03-01,2455621.5,1,-10.58,-10.58,2115-2115,0,15.06
2008 YF29,0.051,(2008 YF29),24.12,bK08Y29F,9.998e-08,2009-01-08,2454839.5,2,-6.77,-6.88,2074-2090,0,8.63453290658132
2018 RQ4,0.014,(2018 RQ4),26.85,bK18R04Q,6.2627065e-06,2018-09-18,2458379.5,20,-6.44,-7.04,2082-2117,0,6.76325540083988
2018 VP6,0.013,(2018 VP6),27.16,bK18V06P,3.22112e-06,2018-11-19,2458441.5,5,-6.63,-6.87,2088-2118,0,12.0546591558216
2018 VS6,0.014,(2018 VS6),26.95,bK18V06S,4.7380718e-05,2018-11-19,2458441.5,37,-5.37,-5.56,2083-2121,0,11.7992536442778
2011 SO189,0.017,(2011 SO189),26.49,bK11SI9O,9.9032509e-05,2011-10-06,2455840.5,16,-4.66,-5.01,2056-2102,0,12.985666501189
2009 BE,0.02,(2009 BE),26.11,bK09B00E,0.000358396916,2009-01-22,2454853.5,90,-4.05,-4.36,2037-2122,0,11.4597782504635
2009 TB,0.00572,(2009 TB),28.85,bK09T00B,5.6174e-08,2009-10-02,2455106.5,4,-8.97,-9.01,2070-2115,0,15.1052168262897
2009 WW7,0.0056,(2009 WW7),28.89,bK09W07W,4.52556738e-05,2009-11-23,2455158.5,46,-6.49,-6.92,2059-2121,0,8.19343297474006
2015 FC345,0.0095,(2015 FC345),27.76,bK15FY5C,1.282452e-06,2015-03-29,2457110.5,7,-7.60,-7.90,2085-2123,0,6.75391004107756
2015 TG24,0.016,(2015 TG24),26.68,bK15T24G,2.49978701e-05,2015-10-14,2457309.5,82,-5.73,-6.72,2102-2121,0,9.84241711316837
2006 BC8,0.032,(2006 BC8),25.14,bK06B08C,1.29852873e-05,2006-02-07,2453773.5,57,-5.08,-5.40,2050-2122,0,13.1603810222204
2008 ST,0.013,(2008 ST),27.07,bK08S00T,0.00013679128,2008-09-29,2454738.5,64,-5.28,-5.68,2048-2122,0,3.24499536659062
2020 QN4,0.0064,(2020 QN4),28.63,bK20Q04N,1.09329582e-05,2020-08-26,2459087.5,57,-6.96,-7.77,2065-2121,0,7.52532577340321
2021 AX6,0.014,(2021 AX6),26.87,bK21A06X,9.856068e-06,2021-02-17,2459262.5,11,-5.95,-5.99,2062-2120,0,7.13067056254076
2022 WM9,0.024,(2022 WM9),25.76,bK22W09M,6.964e-07,2022-12-14,2459927.5,1,-6.66,-6.66,2086-2086,0,10.27
2020 SL6,0.0091,(2020 SL6),27.86,bK20S06L,3.685e-07,2020-10-14,2459136.5,1,-7.96,-7.96,2108-2108,0,14.20
2020 SM2,0.00625,(2020 SM2),28.67,bK20S02M,1.0794e-07,2020-09-22,2459114.5,3,-9.09,-9.47,2080-2111,0,4.17760700389105
2020 SN5,0.0078,(2020 SN5),28.19,bK20S05N,2.6400796e-06,2020-09-27,2459119.5,10,-6.68,-6.70,2043-2118,0,13.2748568793153
2022 SY24,0.0055,(2022 SY24),28.93,bK22S24Y,0.0002133769882,2022-10-02,2459854.5,131,-5.69,-6.22,2049-2122,0,11.2749232960914
2022 AE6,0.026,(2022 AE6),25.59,bK22A06E,7.076e-07,2022-01-14,2459593.5,2,-6.58,-6.69,2084-2105,0,10.2991803278689
2020 SN6,0.0059,(2020 SN6),28.79,bK20S06N,2.70701732000001e-05,2020-09-30,2459122.5,346,-6.60,-7.78,2043-2122,0,5.5133246782477
2020 UA,0.0071,(2020 UA),28.39,bK20U00A,1.974033e-06,2020-10-20,2459142.5,15,-7.55,-8.14,2074-2114,0,6.52651390832879
2008 SH148,0.0209,(2008 SH148),26.07,bK08SE8H,4.7391e-09,2008-09-29,2454738.5,4,-8.77,-9.15,2042-2097,0,8.80307948766644
2008 TE,0.0095,(2008 TE),27.76,bK08T00E,1.440233e-07,2008-10-08,2454747.5,9,-8.39,-8.63,2058-2117,0,11.706756323456
2011 CA7,0.0029,(2011 CA7),30.32,bK11C07A,6.25795e-07,2011-02-08,2455600.5,4,-8.74,-8.97,2062-2087,0,8.91973561629607
2022 EF1,0.0055,(2022 EF1),28.94,bK22E01F,9.9479203e-06,2022-03-03,2459641.5,120,-6.97,-7.83,2040-2122,0,10.6397779759052
2012 EP10,0.005,(2012 EP10),29.17,bK12E10P,8.37844307e-05,2012-03-28,2456014.5,116,-6.48,-6.77,2056-2122,0,2.79011035377245
2002 TZ59,0.085,(2002 TZ59),23.01,bK02T59Z,5.157e-09,2002-10-08,2452555.5,1,-6.38,-6.38,2040-2040,0,28.40
2004 RU109,0.017,(2004 RU109),26.50,bK04RA9U,1.21185e-06,2004-09-12,2453260.5,7,-6.15,-6.46,2034-2053,0,12.932002310517
2017 UL6,0.00139,(2017 UL6),32.00,bK17U06L,6.9002463e-05,2017-10-28,2458054.5,37,-7.63,-8.11,2041-2120,0,7.13156402504067
2025 UV7,0.0034,(2025 UV7),29.97,bK25U07V,1.396e-10,2025-10-28,2460976.5,1,-11.78,-11.78,2039-2039,0,9.17
2021 EU,0.028,(2021 EU),25.44,bK21E00U,5.4536378e-05,2021-03-17,2459290.5,6,-4.01,-4.07,2056-2123,0,21.2212941530514
2022 OC4,0.011,(2022 OC4),27.40,bK22O04C,1.444026e-06,2022-08-09,2459800.5,19,-7.30,-7.49,2078-2122,0,7.1589501712573
2008 CJ,0.012,(2008 CJ),27.31,bK08C00J,8.564e-06,2008-02-03,2454499.5,2,-6.50,-6.59,2106-2106,0,8.07
2008 UC202,0.0076,(2008 UC202),28.25,bK08UK2C,1.14746e-05,2008-11-03,2454773.5,5,-6.99,-7.10,2116-2119,0,4.1627127220121
2017 RJ2,0.011,(2017 RJ2),27.47,bK17R02J,2.9418726e-06,2017-09-15,2458011.5,13,-6.84,-7.34,2106-2121,0,15.8892643196038
2017 UA45,0.022,(2017 UA45),25.94,bK17U45A,8.690057e-06,2017-12-11,2458098.5,11,-5.97,-6.15,2099-2121,0,5.41563384682057
2017 UK52,0.014,(2017 UK52),26.98,bK17U52K,2.11182e-08,2017-10-21,2458047.5,8,-8.54,-8.83,2031-2117,0,11.4307803221866
2021 AS2,0.0044,(2021 AS2),29.45,bK21A02S,8.210e-09,2021-01-09,2459223.5,1,-9.74,-9.74,2063-2063,0,24.55
2021 AZ5,0.0082,(2021 AZ5),28.07,bK21A05Z,9.767e-08,2021-01-16,2459230.5,1,-8.83,-8.83,2110-2110,0,8.06
2021 EA,0.0085,(2021 EA),27.99,bK21E00A,6.831975e-05,2021-03-02,2459275.5,5,-5.46,-5.49,2055-2060,0,9.46008817216105
2023 QE2,0.0096,(2023 QE2),27.74,bK23Q02E,5.850e-08,2023-08-22,2460178.5,1,-7.79,-7.79,2034-2034,0,12.52
2008 CC71,0.036,(2008 CC71),24.88,bK08C71C,4.056358e-05,2008-02-19,2454515.5,32,-4.01,-4.30,2034-2082,0,8.04733826353591
2021 GE2,0.0051,(2021 GE2),29.12,bK21G02E,7.309e-04,2021-04-15,2459319.5,1,-4.01,-4.01,2030-2030,0,15.36
2021 CP7,0.0096,(2021 CP7),27.74,bK21C07P,5.404e-09,2021-02-19,2459264.5,1,-9.87,-9.87,2108-2108,0,9.88
2021 FU,0.011,(2021 FU),27.44,bK21F00U,4.051152e-06,2021-04-11,2459315.5,13,-6.78,-7.16,2077-2121,0,9.14670756861258
2021 OK1,0.012,(2021 OK1),27.18,bK21O01K,7.4773e-07,2021-08-13,2459439.5,2,-7.38,-7.39,2101-2111,0,12.7903110748532
2016 GF1,0.021,(2016 GF1),26.03,bK16G01F,2.267e-07,2016-04-16,2457494.5,1,-7.52,-7.52,2111-2111,0,7.18
2016 GS134,0.0096,(2016 GS134),27.75,bK16GD4S,2.432695e-07,2016-05-01,2457509.5,9,-7.96,-8.03,2070-2122,0,11.0134843784363
2021 BV1,0.0084,(2021 BV1),28.03,bK21B01V,2.527e-08,2021-01-17,2459231.5,1,-8.66,-8.66,2064-2064,0,21.48
2020 KJ4,0.0036,(2020 KJ4),29.89,bK20K04J,2.668605e-06,2020-05-28,2458997.5,5,-8.36,-8.42,2066-2121,0,4.22620903056091
2012 FN35,0.036,(2012 FN35),24.87,bK12F35N,8.537e-10,2012-03-30,2456016.5,1,-9.34,-9.34,2108-2108,0,8.48
2012 QD8,0.081,(2012 QD8),23.10,bK12Q08D,6.112476e-06,2012-09-06,2456176.5,16,-3.71,-3.79,2047-2120,0,20.7611460347656
2023 HG7,0.014,(2023 HG7),26.97,bK23H07G,9.78752e-07,2023-05-14,2460078.5,7,-7.22,-7.42,2116-2123,0,12.0241432354672
2012 VE77,0.018,(2012 VE77),26.34,bK12V77E,4.633831e-05,2012-11-17,2456248.5,2,-4.08,-4.08,2033-2035,0,15.3299370822976
2017 UF,0.0091,(2017 UF),27.85,bK17U00F,1.893518e-07,2017-10-19,2458045.5,4,-7.78,-8.04,2066-2082,0,23.2298028854228
2017 WE28,0.015,(2017 WE28),26.72,bK17W28E,1.8348178e-06,2017-12-11,2458098.5,13,-6.39,-6.60,2039-2099,0,8.79308250824687
2014 WU200,0.0058,(2014 WU200),28.82,bK14WK0U,7.46588e-06,2014-12-10,2457001.5,8,-7.46,-7.77,2104-2120,0,1.70880424008958
2009 SU104,0.026,(2009 SU104),25.57,bK09SA4U,3.456e-08,2009-10-01,2455105.5,1,-7.92,-7.92,2109-2109,0,13.07
2009 TD17,0.00981,(2009 TD17),27.68,bK09T17D,3.83097103e-05,2009-10-11,2455115.5,142,-5.57,-5.78,2039-2121,0,6.58319424879598
2014 HY198,0.00396,(2014 HY198),29.65,bK14HJ8Y,8.99335747e-05,2014-04-29,2456776.5,63,-6.52,-7.19,2034-2122,0,6.14188430035796
2014 JR24,0.0047,(2014 JR24),29.29,bK14J24R,0.001175385174,2014-05-07,2456784.5,82,-5.18,-5.22,2069-2122,0,3.72303350796732
2014 JU79,0.0924,(2014 JU79),22.82,bK14J79U,3.740123e-07,2014-05-06,2456783.5,10,-5.21,-5.61,2041-2121,0,6.1690187675646
2016 YM4,0.11,(2016 YM4),22.36,bK16Y04M,1.338e-05,2017-02-02,2457786.5,1,-3.69,-3.69,2121-2121,0,18.98
2017 YO5,0.02,(2017 YO5),26.10,bK17Y05O,1.75404459e-05,2018-01-20,2458138.5,26,-5.64,-6.06,2084-2120,0,7.33621869761019
2023 GP3,0.0065,(2023 GP3),28.58,bK23G03P,4.04e-08,2023-04-25,2460059.5,2,-9.47,-9.74,2106-2118,0,7.95506188118812
2023 HL5,0.011,(2023 HL5),27.51,bK23H05L,4.922339e-06,2023-05-14,2460078.5,14,-6.85,-7.14,2083-2122,0,8.20608060720727
2022 OR1,0.0087,(2022 OR1),27.96,bK22O01R,1.18710618e-05,2022-08-24,2459815.5,10,-6.81,-7.04,2111-2121,0,4.46430708750922
2012 VQ6,0.013,(2012 VQ6),27.01,bK12V06Q,5.088e-09,2012-11-09,2456240.5,1,-9.42,-9.42,2102-2102,0,12.92
2021 PA1,0.013,(2021 PA1),27.06,bK21P01A,1.260e-08,2021-08-08,2459434.5,1,-9.02,-9.02,2113-2113,0,15.77
2021 LL6,0.015,(2021 LL6),26.80,bK21L06L,7.588e-09,2021-06-19,2459384.5,1,-9.18,-9.18,2088-2088,0,8.94
2012 SW2,0.011,(2012 SW2),27.44,bK12S02W,5.863e-09,2012-09-19,2456189.5,1,-9.53,-9.53,2117-2117,0,16.57
2013 CL22,0.038,(2013 CL22),24.73,bK13C22L,3.716e-08,2013-03-14,2456365.5,1,-7.65,-7.65,2119-2119,0,9.37
2021 BY1,0.0061,(2021 BY1),28.71,bK21B01Y,1.949e-08,2021-01-19,2459233.5,1,-8.94,-8.94,2051-2051,0,20.77
2004 DA53,0.0088,(2004 DA53),27.93,bK04D53A,7.915858e-06,2004-02-27,2453062.5,4,-6.82,-6.83,2111-2116,0,9.35
2021 BL2,0.00661,(2021 BL2),28.54,bK21B02L,1.201928e-07,2021-01-18,2459232.5,22,-8.08,-8.11,2038-2119,0,12.9681506213351
2018 YH2,0.0816,(2018 YH2),23.09,bK18Y02H,1.370949e-07,2018-12-18,2458470.5,31,-5.50,-5.91,2031-2120,0,9.6858863531758
2019 HR2,0.0055,(2019 HR2),28.93,bK19H02R,2.7457e-08,2019-05-09,2458612.5,8,-9.75,-10.22,2049-2118,0,8.38526714499035
2017 UK1,0.013,(2017 UK1),27.03,bK17U01K,1.381e-10,2017-12-12,2458099.5,1,-11.10,-11.10,2092-2092,0,7.57
2019 JP144,0.011,(2019 JP144),27.53,bK19JE4P,1.784e-07,2019-05-13,2458616.5,1,-8.11,-8.11,2113-2113,0,15.13
2021 GE226,0.00719,(2021 GE226),28.36,bK21GM6E,1.88243e-06,2021-04-10,2459314.5,5,-7.58,-7.90,2080-2116,0,8.84062026210802
2012 TV,0.031,(2012 TV),25.19,bK12T00V,4.509762e-06,2012-10-07,2456207.5,27,-5.33,-5.61,2054-2114,0,16.6739976965525
2018 BC,0.0044,(2018 BC),29.41,bK18B00C,7.27354e-05,2018-01-20,2458138.5,41,-6.67,-7.67,2083-2122,0,2.03345303662316
2022 DX29,0.003,(2022 DX29),30.28,bK22D29X,9.744e-07,2022-02-26,2459636.5,2,-8.90,-9.03,2110-2118,0,8.2756670771757
2023 RF156,0.004,(2023 RF156),29.61,bK23RF6F,1.104e-07,2023-09-06,2460193.5,1,-9.28,-9.28,2073-2073,0,8.05
2007 VJ3,0.035,(2007 VJ3),24.90,bK07V03J,6.474e-09,2007-11-09,2454413.5,2,-8.22,-8.39,2103-2112,0,16.1919493358048
2007 XZ9,0.037,(2007 XZ9),24.82,bK07X09Z,1.41781e-06,2007-12-18,2454452.5,5,-5.67,-5.81,2065-2118,0,13.0130413101897
2018 RH3,0.02,(2018 RH3),26.11,bK18R03H,8.407e-06,2018-09-17,2458378.5,1,-5.94,-5.94,2108-2108,0,8.32
2022 YS6,0.015,(2022 YS6),26.84,bK22Y06S,0.0003671269628,2023-01-02,2459946.5,11,-4.28,-4.29,2065-2078,0,10.0402046898311
2017 RV2,0.019,(2017 RV2),26.23,bK17R02V,0.0001398977999,2017-10-22,2458048.5,62,-4.81,-5.37,2070-2122,0,6.47931354703885
2018 TP5,0.024,(2018 TP5),25.76,bK18T05P,1.6834165e-05,2018-12-03,2458455.5,48,-5.31,-5.85,2074-2113,0,10.8564806184328
2015 XH55,0.0048,(2015 XH55),29.22,bK15X55H,2.911071e-06,2015-12-06,2457362.5,21,-7.87,-8.30,2076-2121,0,7.12859846771171
2016 CK137,0.012,(2016 CK137),27.33,bK16CD7K,5.2820845e-05,2016-02-13,2457431.5,159,-5.53,-6.09,2041-2122,0,9.83446255484932
2020 FK6,0.00825,(2020 FK6),28.07,bK20F06K,6.24884295e-05,2020-03-17,2458925.5,113,-5.69,-6.69,2054-2117,0,13.1854623531705
2020 FZ2,0.032,(2020 FZ2),25.11,bK20F02Z,1.222864e-06,2020-03-26,2458934.5,10,-5.94,-6.20,2110-2122,0,22.3151144117416
2018 TY4,0.008,(2018 TY4),28.12,bK18T04Y,0.00031162074,2018-11-10,2458432.5,2,-4.25,-4.25,2033-2060,0,10.6699953411317
2014 RT17,0.044,(2014 RT17),24.41,bK14R17T,5.422e-10,2014-09-19,2456919.5,1,-9.03,-9.03,2120-2120,0,19.79
2009 FG,0.027,(2009 FG),25.51,bK09F00G,5.8590971e-06,2009-04-01,2454922.5,71,-5.56,-6.01,2042-2122,0,9.12426465180105
2009 QR,0.012,(2009 QR),27.33,bK09Q00R,1.70806e-07,2009-08-22,2455065.5,10,-7.77,-7.96,2042-2107,0,4.9792989122162
2009 EJ1,0.0076,(2009 EJ1),28.25,bK09E01J,3.2757e-08,2009-03-03,2454893.5,4,-8.71,-8.73,2042-2121,0,10.800638336844
2021 JU6,0.011,(2021 JU6),27.37,bK21J06U,1.962e-07,2021-05-14,2459348.5,1,-7.80,-7.80,2068-2068,0,11.25
2006 BB9,0.025,(2006 BB9),25.68,bK06B09B,5.659e-08,2006-02-01,2453767.5,1,-7.78,-7.78,2113-2113,0,13.00
2019 VE4,0.00894,(2019 VE4),27.88,bK19V04E,3.611291e-06,2019-11-18,2458805.5,10,-7.11,-7.43,2072-2120,0,8.77977459307488
2021 AM6,0.016,(2021 AM6),26.59,bK21A06M,0.000528255833,2021-02-19,2459264.5,68,-4.16,-4.50,2064-2120,0,5.21115137310751
2020 BH,0.0076,(2020 BH),28.25,bK20B00H,5.290354e-05,2020-02-25,2458904.5,13,-6.29,-6.54,2104-2122,0,3.06625835435587
2021 WN2,0.016,(2021 WN2),26.65,bK21W02N,7.0284e-08,2021-12-02,2459550.5,5,-8.31,-8.57,2100-2119,0,8.07198992658358
2009 BR5,0.13,(2009 BR5),22.10,bK09B05R,2.291465e-07,2009-01-31,2454862.5,4,-5.09,-5.14,2066-2078,0,17.9730369872549
2021 LC1,0.017,(2021 LC1),26.48,bK21L01C,4.857e-08,2021-06-05,2459370.5,1,-8.20,-8.20,2121-2121,0,15.50
2017 UJ2,0.0023,(2017 UJ2),30.86,bK17U02J,1.26378e-06,2017-10-22,2458048.5,16,-9.06,-9.80,2078-2120,0,5.2407485163557
2011 CF22,0.00224,(2011 CF22),30.91,bK11C22F,4.79058731e-05,2011-02-07,2455599.5,181,-6.74,-7.29,2031-2122,0,18.8134889438222
2014 QC391,0.011,(2014 QC391),27.48,bK14Qd1C,6.15357719e-05,2014-09-04,2456904.5,86,-5.71,-6.17,2078-2122,0,7.61050508167917
2022 AU,0.0052,(2022 AU),29.09,bK22A00U,0.000120939202,2022-01-10,2459589.5,74,-6.19,-6.41,2084-2118,0,7.10575668748004
2019 FB1,0.0096,(2019 FB1),27.73,bK19F01B,3.274e-06,2019-03-31,2458573.5,3,-7.17,-7.35,2110-2117,0,7.97395540623091
2013 YB,0.00173,(2013 YB),31.45,bK13Y00B,3.4607794e-05,2013-12-23,2456649.5,17,-6.80,-7.36,2026-2054,0,8.93229090880511
2008 CF22,0.021,(2008 CF22),25.99,bK08C22F,4.118e-09,2008-02-10,2454506.5,2,-9.06,-9.33,2094-2112,0,11.8274575036425
2017 SS12,0.013,(2017 SS12),27.13,bK17S12S,2.79648e-06,2017-10-02,2458028.5,20,-6.76,-7.29,2071-2117,0,10.094200959778
2025 BE4,0.017,(2025 BE4),26.48,bK25B04E,7.107784e-07,2025-01-26,2460701.5,12,-6.65,-6.97,2089-2124,0,23.9808105578335
2025 BS4,0.0069,(2025 BS4),28.46,bK25B04S,1.747856e-05,2025-01-27,2460702.5,9,-6.26,-6.33,2056-2113,0,15.8242913294917
2014 SR223,0.015,(2014 SR223),26.74,bK14SM3R,1.587e-06,2014-10-03,2456933.5,1,-6.42,-6.42,2063-2063,0,15.23
2004 OD4,0.014,(2004 OD4),26.93,bK04O04D,1.836e-09,2004-07-21,2453207.5,1,-9.90,-9.90,2093-2093,0,8.51
2018 LT5,0.034,(2018 LT5),25.00,bK18L05T,1.5776e-07,2018-06-19,2458288.5,3,-6.65,-6.93,2066-2095,0,19.0460027890466
2023 HF7,0.015,(2023 HF7),26.75,bK23H07F,2.835e-07,2023-05-03,2460067.5,1,-7.23,-7.23,2064-2064,0,13.55
2023 HO,0.028,(2023 HO),25.41,bK23H00O,4.051e-08,2023-04-26,2460060.5,1,-7.29,-7.29,2084-2084,0,25.31
2023 MB3,0.0034,(2023 MB3),30.00,bK23M03B,1.19454e-05,2023-06-23,2460118.5,3,-7.62,-7.93,2104-2104,0,8.68933246270531
2017 FX158,0.0054,(2017 FX158),28.99,bK17FF8X,3.3899e-07,2017-03-27,2457839.5,2,-8.76,-8.89,2118-2118,0,8.34743974748518
2022 KX2,0.0095,(2022 KX2),27.77,bK22K02X,6.014303e-06,2022-06-03,2459733.5,49,-6.82,-7.64,2065-2122,0,6.87067782750553
2022 UU123,0.0026,(2022 UU123),30.55,bK22UC3U,8.029e-10,2022-10-22,2459874.5,1,-12.14,-12.14,2119-2119,0,8.65
2023 HZ5,0.0091,(2023 HZ5),27.85,bK23H05Z,3.4642238e-05,2023-04-27,2460061.5,6,-6.11,-6.13,2069-2113,0,6.26001410070562
2010 JL88,0.015,(2010 JL88),26.78,bK10J88L,5.90141951e-05,2010-05-17,2455333.5,193,-5.12,-5.84,2037-2122,0,14.8692887953834
2021 GU12,0.0091,(2021 GU12),27.86,bK21G12U,3.4334e-08,2021-04-20,2459324.5,2,-9.16,-9.24,2096-2113,0,8.92051144637968
1994 GK,0.048,(1994 GK),24.24,bJ94G00K,1.6571386e-05,1994-04-10,2449452.5,9,-4.19,-4.21,2050-2067,0,14.8816515450186
2019 NL4,0.021,(2019 NL4),26.07,bK19N04L,1.31241e-07,2019-07-10,2458674.5,4,-7.40,-7.53,2074-2120,0,13.9641762863739
2009 FZ10,0.027,(2009 FZ10),25.48,bK09F10Z,1.023834e-05,2009-03-29,2454919.5,4,-5.44,-5.46,2111-2115,0,13.0133019415257
2011 AY22,0.013,(2011 AY22),27.11,bK11A22Y,2.93121007e-05,2011-01-12,2455573.5,34,-5.66,-6.41,2044-2118,0,12.9780786526501
1991 BA,0.00592,(1991 BA),28.79,bJ91B00A,4.1830306e-06,1991-01-18,2448274.5,43,-6.67,-6.96,2027-2115,0,16.7227981196217
2000 SB45,0.0459,(2000 SB45),24.34,bK00S45B,0.0001584708656,2000-09-29,2451816.5,194,-3.71,-4.18,2067-2118,0,7.52859669417367
2004 PU42,0.015,(2004 PU42),26.78,bK04P42U,7.61514717e-05,2004-08-14,2453231.5,45,-5.12,-5.84,2071-2122,0,10.1157968534967
